date,price,symbol
2017-01-06,10000,BVPF
2017-01-10,10039,BVPF
2017-01-13,10009,BVPF
2017-01-17,10010,BVPF
2017-01-20,10011,BVPF
2017-01-23,10018,BVPF
2017-01-27,10030,BVPF
2017-01-31,10033,BVPF
2017-02-03,10040,BVPF
2017-02-07,10039,BVPF
2017-02-10,10052,BVPF
2017-02-14,10057,BVPF
2017-02-17,10047,BVPF
2017-02-21,10048,BVPF
2017-02-24,10047,BVPF
2017-02-28,10020,BVPF
2017-03-03,10035,BVPF
2017-03-07,10053,BVPF
2017-03-10,10064,BVPF
2017-03-14,10065,BVPF
2017-03-17,10082,BVPF
2017-03-21,10090,BVPF
2017-03-24,10081,BVPF
2017-03-28,10087,BVPF
2017-03-31,10096,BVPF
2017-04-04,10096,BVPF
2017-04-07,10092,BVPF
2017-04-11,10060,BVPF
2017-04-14,10063,BVPF
2017-04-18,10085,BVPF
2017-04-21,10097,BVPF
2017-04-25,10066,BVPF
2017-04-28,10069,BVPF
2017-05-02,10100,BVPF
2017-05-05,10103,BVPF
2017-05-09,10114,BVPF
2017-05-11,10143,BVPF
2017-05-16,10170,BVPF
2017-05-19,10176,BVPF
2017-05-23,10200,BVPF
2017-05-26,10190,BVPF
2017-05-30,10204,BVPF
2017-06-01,10187,BVPF
2017-06-06,10163,BVPF
2017-06-09,10199,BVPF
2017-06-13,10230,BVPF
2017-06-16,10213,BVPF
2017-06-20,10243,BVPF
2017-06-23,10274,BVPF
2017-06-26,10255,BVPF
2017-06-29,10281,BVPF
2017-07-03,10274,BVPF
2017-07-06,10241,BVPF
2017-07-11,10268,BVPF
2017-07-13,10293,BVPF
2017-07-17,10288,BVPF
2017-07-21,10295,BVPF
2017-07-25,10241,BVPF
2017-07-28,10321,BVPF
2017-08-01,10359,BVPF
2017-08-03,10265,BVPF
2017-08-08,10406,BVPF
2017-08-11,10382,BVPF
2017-08-15,10385,BVPF
2017-08-18,10351,BVPF
2017-08-22,10277,BVPF
2017-08-25,10301,BVPF
2017-08-29,10290,BVPF
2017-09-01,10313,BVPF
2017-09-05,10276,BVPF
2017-09-08,10235,BVPF
2017-09-12,10170,BVPF
2017-09-15,10224,BVPF
2017-09-19,10294,BVPF
2017-09-22,10240,BVPF
2017-09-26,10306,BVPF
2017-09-29,10252,BVPF
2017-10-03,10314,BVPF
2017-10-06,10301,BVPF
2017-10-10,10322,BVPF
2017-10-13,10300,BVPF
2017-10-17,10418,BVPF
2017-10-20,10288,BVPF
2017-10-24,10162,BVPF
2017-10-27,10190,BVPF
2017-10-30,10148,BVPF
2017-11-03,10094,BVPF
2017-11-07,10213,BVPF
2017-11-10,10210,BVPF
2017-11-14,10529,BVPF
2017-11-17,10557,BVPF
2017-11-21,10545,BVPF
2017-11-24,10756,BVPF
2017-11-28,10849,BVPF
2017-12-01,11004,BVPF
2017-12-05,11238,BVPF
2017-12-08,11157,BVPF
2017-12-12,10980,BVPF
2017-12-15,11137,BVPF
2017-12-19,11238,BVPF
2017-12-22,11300,BVPF
2017-12-26,11262,BVPF
2017-12-29,11574,BVPF
2018-01-02,11619,BVPF
2018-01-05,11790,BVPF
2018-01-09,11923,BVPF
2018-01-12,11945,BVPF
2018-01-16,12138,BVPF
2018-01-19,12071,BVPF
2018-01-23,12490,BVPF
2018-01-26,12509,BVPF
2018-01-30,12418,BVPF
2018-02-02,12023,BVPF
2018-02-06,11781,BVPF
2018-02-09,11641,BVPF
2018-02-13,11950,BVPF
2018-02-16,12132,BVPF
2018-02-20,12131,BVPF
2018-02-23,12182,BVPF
2018-02-27,12197,BVPF
2018-03-02,12331,BVPF
2018-03-06,12224,BVPF
2018-03-09,12335,BVPF
2018-03-13,12388,BVPF
2018-03-16,12405,BVPF
2018-03-20,12449,BVPF
2018-03-23,12391,BVPF
2018-03-27,12348,BVPF
2018-03-30,12465,BVPF
2018-04-03,12655,BVPF
2018-04-06,12725,BVPF
2018-04-10,12527,BVPF
2018-04-13,12351,BVPF
2018-04-17,12216,BVPF
2018-04-20,12018,BVPF
2018-04-24,11745,BVPF
2018-04-27,11241,BVPF
2018-05-04,11540,BVPF
2018-05-08,11778,BVPF
2018-05-11,11492,BVPF
2018-05-15,11740,BVPF
2018-05-18,11569,BVPF
2018-05-22,11472,BVPF
2018-05-25,11221,BVPF
2018-05-29,10610,BVPF
2018-06-01,11094,BVPF
2018-06-05,11412,BVPF
2018-06-08,11721,BVPF
2018-06-12,11654,BVPF
2018-06-15,11485,BVPF
2018-06-19,11276,BVPF
2018-06-22,10986,BVPF
2018-06-26,11145,BVPF
2018-06-29,10807,BVPF
2018-07-03,10520,BVPF
2018-07-06,10107,BVPF
2018-07-10,10283,BVPF
2018-07-13,10134,BVPF
2018-07-17,10356,BVPF
2018-07-20,10723,BVPF
2018-07-24,10728,BVPF
