date,price,symbol
2014-11-03,10036,MAFEQI
2014-11-10,10000,MAFEQI
2014-11-17,9960,MAFEQI
2014-11-24,9599,MAFEQI
2014-11-28,9223,MAFEQI
2014-12-01,9232,MAFEQI
2014-12-08,9221,MAFEQI
2014-12-15,8794,MAFEQI
2014-12-22,8671,MAFEQI
2014-12-29,8541,MAFEQI
2014-12-31,8797,MAFEQI
2015-01-05,8757,MAFEQI
2015-01-12,9172,MAFEQI
2015-01-19,9116,MAFEQI
2015-01-26,9242,MAFEQI
2015-01-31,9192,MAFEQI
2015-02-02,9117,MAFEQI
2015-02-09,9220,MAFEQI
2015-02-16,9395,MAFEQI
2015-02-23,9390,MAFEQI
2015-02-28,9459,MAFEQI
2015-03-02,9401,MAFEQI
2015-03-09,9381,MAFEQI
2015-03-16,9246,MAFEQI
2015-03-23,9041,MAFEQI
2015-03-30,8585,MAFEQI
2015-03-31,8671,MAFEQI
2015-04-06,8525,MAFEQI
2015-04-13,8775,MAFEQI
2015-04-20,8909,MAFEQI
2015-04-27,8884,MAFEQI
2015-04-30,8882,MAFEQI
2015-05-04,8591,MAFEQI
2015-05-11,8669,MAFEQI
2015-05-18,8276,MAFEQI
2015-05-25,8836,MAFEQI
2015-05-31,8897,MAFEQI
2015-06-01,8954,MAFEQI
2015-06-08,9040,MAFEQI
2015-06-15,9128,MAFEQI
2015-06-22,9263,MAFEQI
2015-06-29,9303,MAFEQI
2015-06-30,9297,MAFEQI
2015-07-06,9825,MAFEQI
2015-07-13,9943,MAFEQI
2015-07-20,9721,MAFEQI
2015-07-27,9966,MAFEQI
2015-07-31,9693,MAFEQI
2015-08-03,9515,MAFEQI
2015-08-10,9691,MAFEQI
2015-08-17,9080,MAFEQI
2015-08-24,8275,MAFEQI
2015-08-31,8881,MAFEQI
2015-09-07,8692,MAFEQI
2015-09-14,8813,MAFEQI
2015-09-21,8996,MAFEQI
2015-09-28,8884,MAFEQI
2015-09-30,8841,MAFEQI
2015-10-05,8979,MAFEQI
2015-10-12,9245,MAFEQI
2015-10-19,9317,MAFEQI
2015-10-26,9344,MAFEQI
2015-10-31,9510,MAFEQI
2015-11-02,9434,MAFEQI
2015-11-09,9514,MAFEQI
2015-11-16,9534,MAFEQI
2015-11-23,9332,MAFEQI
2015-11-30,8887,MAFEQI
2015-12-07,8736,MAFEQI
2015-12-14,8715,MAFEQI
2015-12-21,8763,MAFEQI
2015-12-28,8770,MAFEQI
2015-12-31,8888,MAFEQI
2016-01-04,8807,MAFEQI
2016-01-11,8460,MAFEQI
2016-01-18,8036,MAFEQI
2016-01-25,8358,MAFEQI
2016-01-31,8418,MAFEQI
2016-02-01,8348,MAFEQI
2016-02-08,8473,MAFEQI
2016-02-15,8470,MAFEQI
2016-02-22,8762,MAFEQI
2016-02-29,8755,MAFEQI
2016-03-07,8980,MAFEQI
2016-03-14,9029,MAFEQI
2016-03-21,8969,MAFEQI
2016-03-28,8971,MAFEQI
2016-03-31,8729,MAFEQI
2016-04-04,8666,MAFEQI
2016-04-11,9050,MAFEQI
2016-04-18,9010,MAFEQI
2016-04-25,9092,MAFEQI
2016-04-30,9182,MAFEQI
2016-05-02,9181,MAFEQI
2016-05-09,9265,MAFEQI
2016-05-16,9383,MAFEQI
2016-05-23,9370,MAFEQI
2016-05-30,9409,MAFEQI
2016-05-31,9448,MAFEQI
2016-06-06,9505,MAFEQI
2016-06-13,9545,MAFEQI
2016-06-20,9657,MAFEQI
2016-06-27,9605,MAFEQI
2016-06-30,9773,MAFEQI
2016-07-04,9939,MAFEQI
2016-07-11,9950,MAFEQI
2016-07-18,10131,MAFEQI
2016-07-25,9864,MAFEQI
2016-07-31,10013,MAFEQI
2016-08-01,9947,MAFEQI
2016-08-08,9748,MAFEQI
2016-08-15,10317,MAFEQI
2016-08-22,10461,MAFEQI
2016-08-29,10563,MAFEQI
2016-08-31,10738,MAFEQI
2016-09-05,10661,MAFEQI
2016-09-12,10544,MAFEQI
2016-09-19,10544,MAFEQI
2016-09-26,10833,MAFEQI
2016-09-30,10850,MAFEQI
2016-10-03,10793,MAFEQI
2016-10-10,10510,MAFEQI
2016-10-17,10510,MAFEQI
2016-10-24,10340,MAFEQI
2016-10-31,10284,MAFEQI
2016-11-07,10239,MAFEQI
2016-11-14,10183,MAFEQI
2016-11-21,10233,MAFEQI
2016-11-28,10079,MAFEQI
2016-11-30,10154,MAFEQI
2016-12-05,10088,MAFEQI
2016-12-12,9938,MAFEQI
2016-12-19,9962,MAFEQI
2016-12-26,9906,MAFEQI
2016-12-31,9942,MAFEQI
2017-01-02,9941,MAFEQI
2017-01-09,10169,MAFEQI
2017-01-16,10082,MAFEQI
2017-01-23,10121,MAFEQI
2017-01-30,10277,MAFEQI
2017-01-31,10276,MAFEQI
2017-02-06,10381,MAFEQI
2017-02-13,10565,MAFEQI
2017-02-20,10542,MAFEQI
2017-02-27,10531,MAFEQI
2017-02-28,10415,MAFEQI
2017-03-06,10393,MAFEQI
2017-03-13,10431,MAFEQI
2017-03-20,10512,MAFEQI
2017-03-26,10641,MAFEQI
2017-03-31,10783,MAFEQI
2017-04-02,10782,MAFEQI
2017-04-09,10714,MAFEQI
2017-04-16,10585,MAFEQI
2017-04-23,10583,MAFEQI
2017-04-30,10638,MAFEQI
2017-05-07,10691,MAFEQI
2017-05-14,10793,MAFEQI
2017-05-21,10772,MAFEQI
2017-05-28,11104,MAFEQI
2017-05-31,11016,MAFEQI
2017-06-04,11097,MAFEQI
2017-06-11,11275,MAFEQI
2017-06-18,11414,MAFEQI
2017-06-25,11738,MAFEQI
2017-06-30,11762,MAFEQI
2017-07-02,11760,MAFEQI
2017-07-09,11754,MAFEQI
2017-07-16,11666,MAFEQI
2017-07-23,11130,MAFEQI
2017-07-30,11341,MAFEQI
2017-07-31,11321,MAFEQI
2017-08-06,11440,MAFEQI
2017-08-13,11259,MAFEQI
2017-08-20,11228,MAFEQI
2017-08-27,11174,MAFEQI
2017-08-31,11327,MAFEQI
2017-09-03,11323,MAFEQI
2017-09-10,11214,MAFEQI
2017-09-17,11383,MAFEQI
2017-09-24,11499,MAFEQI
2017-09-30,11513,MAFEQI
2017-10-01,11513,MAFEQI
2017-10-08,11619,MAFEQI
2017-10-15,11808,MAFEQI
2017-10-22,11720,MAFEQI
2017-10-29,11792,MAFEQI
2017-10-31,11752,MAFEQI
2017-11-05,11777,MAFEQI
2017-11-12,12206,MAFEQI
2017-11-19,12557,MAFEQI
2017-11-26,13274,MAFEQI
2017-11-30,13584,MAFEQI
2017-12-03,13668,MAFEQI
2017-12-10,13421,MAFEQI
2017-12-17,13342,MAFEQI
2017-12-24,13517,MAFEQI
2017-12-31,14071,MAFEQI
2018-01-07,14803,MAFEQI
2018-01-14,15405,MAFEQI
2018-01-21,15645,MAFEQI
2018-01-28,16587,MAFEQI
2018-01-31,16314,MAFEQI
2018-02-04,16099,MAFEQI
2018-02-11,14416,MAFEQI
2018-02-18,15143,MAFEQI
2018-02-25,15752,MAFEQI
2018-02-28,16089,MAFEQI
2018-03-04,16080,MAFEQI
2018-03-11,15935,MAFEQI
2018-03-18,16180,MAFEQI
2018-03-25,16096,MAFEQI
2018-03-31,16393,MAFEQI
2018-04-01,16392,MAFEQI
2018-04-08,16822,MAFEQI
2018-04-15,16214,MAFEQI
2018-04-22,15758,MAFEQI
2018-04-29,14626,MAFEQI
2018-04-30,14625,MAFEQI
2018-05-06,14394,MAFEQI
2018-05-13,14527,MAFEQI
2018-05-20,14440,MAFEQI
2018-05-24,13549,MAFEQI
2018-05-27,13211,MAFEQI
2018-05-31,13324,MAFEQI
2018-06-03,13577,MAFEQI
2018-06-10,14198,MAFEQI
2018-06-17,13788,MAFEQI
2018-06-24,13325,MAFEQI
2018-06-30,12896,MAFEQI
2018-07-01,12896,MAFEQI
